Probe_ID	bitset_0
cg00197116_BC21	70368744177664
cg00197333_BC11	70368744177664
cg00197334_TC21	70368744177664
cg00197515_BC11	70368744177664
cg00197719_BC11	70368744177664
cg00197720_TC21	70368744177664
cg00197886_TC11	70368744177664
cg00199519_BC11	134217728
cg00199753_BC21	17179869184
cg00204375_TC21	536870912
cg00204949_TC21	562949953421312
cg00205522_TC21	524288
cg00207163_BC21	1100065275904
cg00207486_TC21	1100065275904
cg00207555_TC21	1100065275904
cg00207731_BC21	149533585572352
cg00208813_TC21	1100065275904
cg00210249_BC21	2097152
cg00210768_BC21	18143016648704
cg00210776_BC11	70643622084609
cg00211174_BC21	3221360640
cg00211202_TC11	70643622084609
cg00211491_BC11	70643622084609
cg00211511_TC11	70643622084609
cg00211740_TC21	70643622084609
cg00212581_TC21	70643622084609
cg00212608_TC21	70643622084609
cg00212609_TC11	70643622084609
cg00213156_BC11	70643622084609
cg00215066_BC21	536870912
cg00216504_BC21	1073742080
cg00217795_TC21	128
cg00218742_TC21	88
cg00218742_TC22	88
cg00219921_BC21	2
cg00220102_BC11	68719493120
cg00220455_TC21	9345848836096
cg00221271_TC21	4096
cg00221996_BC11	2147483648
cg00222175_TC21	8592064512
cg00222534_BC11	512
cg00222581_TC11	512
cg00222883_TC21	6442450944
cg00223201_BC11	134217728
cg00223215_BC21	35184372088832
cg00223216_TC21	35184372088832
cg00223239_BC11	35184372088832
cg00223240_BC21	35184372088832
cg00223577_BC11	35184372088832
cg00224282_BC21	4398046511104
cg00224315_BC11	4398046511104
cg00224343_TC21	536870912
cg00224929_TC21	567347999932416
cg00224940_BC11	4398046511104
cg00225614_TC21	4398046511104
cg00226931_BC11	140737488388096
cg00227222_BC21	4194304
cg00231389_BC21	68719493120
cg00231528_BC21	70368744177664
cg00232450_TC21	274877906944
cg00232724_BC11	256
cg00232798_TC11	256
cg00234613_BC21	549755813888
cg00235358_BC21	134217728
cg00235365_TC11	134217728
cg00235484_TC21	4398314946564
cg00235563_TC21	134217728
cg00235585_BC21	134217728
cg00235633_BC21	134217728
cg00235635_BC21	134217728
cg00236832_BC21	16448
cg00238353_BC21	17660922298368
cg00238468_BC21	274877908992
cg00238543_TC21	26388279074820
cg00238570_BC21	268435456
cg00238699_TC21	270336
cg00238700_BC11	270336
cg00239280_BC11	34359738368
cg00239670_TC21	34359738368
cg00239878_TC11	34359738368
cg00239899_BC21	70368744177728
cg00240598_TC21	70368744177664
cg00240994_TC21	4194304
cg00241205_BC11	4194304
cg00241433_BC11	4194304
cg00241536_TC21	4194304
cg00242201_BC21	4194304
cg00242344_TC21	4194304
cg00242348_TC21	4194304
cg00242368_BC11	4194304
cg00242394_TC21	562949953421312
cg00242629_BC21	16777216
cg00242819_TC21	297795584
cg00242832_BC21	297795584
cg00242851_TC21	297795584
cg00242978_TC11	297795584
cg00242992_TC11	297795584
cg00242993_BC21	297795584
cg00243553_BC11	297795584
cg00246003_TC21	67108864
cg00246003_TC22	67108864
cg00246451_TC21	536870912
cg00247535_BC21	34359738368
cg00247803_TC21	268435456
cg00248621_BC21	274882117632
cg00248638_BC21	2147483648
cg00248755_TC21	274882117632
cg00248779_BC21	274882117632
cg00248779_BC22	274882117632
cg00248779_BC23	274882117632
cg00248779_BC24	274882117632
cg00249040_BC11	274882117632
cg00249584_TC21	8589934592
cg00253398_TC21	540672
cg00254017_TC21	270532608
cg00254608_BC11	290271069782016
cg00255919_BC21	158329800234048
cg00256281_TC21	563018672898048
cg00256302_TC21	1099511627776
cg00257455_BC21	32768
cg00258658_TC21	16777216
cg00258666_BC21	16777216
cg00258671_TC21	16777216
cg00258835_TC21	16777216
cg00259472_TC21	274877906944
cg00260504_TC21	70368744177664
cg00260784_BC21	70368744177664
cg00261231_BC11	70368744177664
cg00261247_BC21	70368744177664
cg00261328_BC21	70368744177664
cg00261490_BC21	70368744177664
cg00261502_BC21	70368744177664
cg00261515_TC21	70368744177664
cg00261598_BC11	70368744177664
cg00261786_BC11	70368744177664
cg00261932_BC11	70368744177664
cg00263212_BC21	16384
cg00263902_TC21	1099511627776
cg00264129_TC21	17669780668416
cg00264582_BC21	16384
cg00264799_BC21	562958543355904
cg00265024_TC21	16384
cg00265068_BC11	16384
cg00265172_BC21	16384
cg00265606_BC21	16384
cg00265812_TC11	536870912
cg00266435_BC21	16384
cg00266524_BC11	16384
cg00266627_BC21	16384
cg00266762_TC11	16384
cg00267140_TC21	562951027163137
cg00267142_BC21	49152
cg00267191_BC11	16384
cg00267523_TC21	16384
cg00267797_TC21	16384
cg00268085_TC21	8589943808
cg00268169_TC11	16384
cg00268230_TC21	16384
cg00268654_BC21	16384
cg00268790_BC11	16384
cg00268797_BC21	16384
cg00268939_BC21	16384
cg00269041_TC21	563018672898048
cg00269170_TC11	16384
cg00269480_TC11	16384
cg00269615_TC21	49152
cg00269620_TC21	16384
cg00270173_BC21	16384
cg00270762_BC11	16384
cg00270831_TC11	16384
cg00271210_BC11	49152
cg00271595_BC11	16384
cg00272473_BC21	16384
cg00272576_BC11	16384
cg00272762_TC21	16384
cg00272943_BC11	16384
cg00273182_TC21	16384
cg00273302_BC11	16384
cg00273421_BC11	16384
cg00273552_TC21	16384
cg00273617_BC21	16384
cg00273757_BC11	16384
cg00274148_TC11	16384
cg00274180_TC21	16384
cg00274582_TC11	16384
cg00274661_TC11	16384
cg00274987_TC11	16384
cg00275021_BC11	16384
cg00275022_TC21	16384
cg00275107_BC11	16384
cg00275134_TC21	16384
cg00275149_BC11	4398046511104
cg00275293_BC11	16384
cg00275303_BC11	16384
cg00275372_TC21	8589942800
cg00275626_BC21	8589943808
cg00275850_BC11	16384
cg00275952_BC21	16384
cg00276184_BC21	16384
cg00276389_BC21	1536
cg00276497_BC11	16384
cg00276870_BC11	16384
cg00276883_BC11	16384
cg00276885_BC11	16384
cg00277107_TC21	16384
cg00277217_TC11	16384
cg00277459_TC11	16384
cg00277908_BC21	16384
cg00278517_BC21	49152
cg00280235_TC21	524288
cg00280270_BC21	64
cg00280758_BC21	34359738368
cg00281467_TC21	536870912
cg00282426_BC21	70368744177688
cg00283535_TC21	256
cg00284222_BC21	1600
cg00284631_TC21	1600
cg00285394_TC21	1073873152
cg00287341_TC21	277025521664
cg00288598_BC11	140737488355328
cg00289969_TC21	35184372088832
cg00290758_BC11	70368744177664
cg00290868_BC21	134217728
cg00291213_BC21	70368744177664
cg00291329_TC11	34359738368
cg00292540_BC21	8804682956800
cg00292580_BC11	35184372088832
cg00292675_TC21	1048576
cg00292752_BC21	35184372088832
cg00292753_BC21	35184372088832
cg00292754_TC21	35184372088832
cg00292755_BC11	35184372088832
cg00292760_TC11	35184372088832
cg00292762_BC21	35184372088832
cg00292982_BC21	35184372088832
cg00292985_TC21	35184372088832
cg00293004_BC21	35184372088832
cg00293189_BC21	4398046511104
cg00293940_BC21	134217728
cg00293996_BC21	16
cg00294382_BC21	17592186044416
cg00295572_BC11	68719476736
cg00295894_BC11	563018672898048
cg00295985_BC21	563018672898048
cg00296533_BC21	563018672898048
cg00297950_BC11	4398046511136
cg00299334_TC21	274877907008
cg00300216_BC21	100665344
cg00301879_BC21	2097153
cg00302587_BC21	1048580
cg00303223_TC21	140737622573056
cg00304844_TC21	8589950976
cg00305108_BC21	68719478784
cg00305996_TC21	70368744177680
cg00306421_BC21	1048577
cg00306578_TC21	262144
cg00307290_TC21	1099511627776
cg00307685_BC21	134217728
cg00308185_BC21	134217728
cg00308185_BC22	134217728
cg00308218_TC11	32
cg00308680_TC21	562949954469888
cg00308936_TC21	70368744177664
cg00308960_TC21	32
cg00308964_BC11	32
cg00309481_TC21	32
cg00309547_TC11	32
cg00309987_BC21	32
cg00309988_BC21	32
cg00310940_BC21	4398048608256
cg00311207_TC21	34359738369
cg00312125_BC21	2097152
cg00313094_TC21	128
cg00313865_BC11	536870912
cg00320094_TC21	4194304
cg00320534_TC21	32768
cg00321567_BC11	2048
cg00321709_TC21	562949953421312
cg00322201_BC21	77309411328
cg00322698_TC11	35184372088832
cg00323535_TC11	34359738368
cg00324201_TC21	524292
cg00324592_BC21	8796093022208
cg00324827_BC21	549755813888
cg00325917_TC21	54525952
cg00328147_BC11	68719476736
cg00328219_BC21	68719476736
cg00328284_BC21	1048576
cg00328376_TC21	1073741840
cg00328597_TC21	8589935632
cg00328900_TC21	270360
cg00329447_BC21	4194304
cg00329972_TC21	16384
cg00332048_TC21	268435458
cg00332048_TC22	268435458
cg00332048_TC23	268435458
cg00332153_TC21	67108864
cg00332745_BC21	262144
cg00333184_TC21	703721801515008
cg00334798_TC11	16793600
cg00335908_BC11	16384
cg00337440_TC21	4
cg00338702_TC21	4398046511104
cg00341732_BC21	8589934592
cg00343092_BC21	274877907008
cg00343986_BC21	262400
cg00344494_BC21	536870912
cg00344652_BC11	140737488355328
cg00345403_BC11	536870912
cg00345406_BC11	536870912
cg00345415_TC11	536870912
cg00345446_TC11	536870912
cg00345612_TC11	536870912
cg00346444_TC11	536870912
cg00346655_TC21	536870912
cg00346945_TC21	536870912
cg00347159_BC11	536870912
cg00347289_TC21	536870912
cg00347643_BC21	1
cg00347680_BC21	536870912
cg00347691_BC11	536870912
cg00347704_BC21	536870912
cg00347863_TC21	16
cg00347938_BC11	17609366093892
cg00348762_BC21	8589934592
cg00350143_BC11	49152
cg00350432_BC21	8796093022208
cg00350702_TC21	1099511627776
cg00351047_TC21	2097152
cg00351957_BC21	4398046511104
cg00352005_BC21	2097152
cg00355286_TC11	8784
cg00355690_TC21	131072
cg00356499_BC21	8
cg00356916_BC21	8589934592
cg00357551_TC21	805306368
cg00359590_TC21	8589936448
cg00361159_BC21	2
cg00361609_BC21	140737488355328
cg00362381_TC11	68719476736
cg00362685_TC11	562949953424384
cg00362818_BC21	1099511627776
cg00362876_TC21	562949953424384
cg00363201_TC21	65536
cg00363222_BC21	524292
cg00364615_BC21	96757023375360
cg00366435_TC21	2
cg00366917_TC11	2199023255552
cg00367659_BC21	4398046511104
cg00367709_TC11	2
cg00367947_BC21	17179869184
cg00368420_TC21	2
cg00368575_BC11	2
cg00368584_BC21	2
cg00368871_TC21	2
cg00368875_BC21	2
cg00369132_BC11	2
cg00369431_TC21	2
cg00369658_BC21	67110400
cg00369658_BC22	67110400
cg00369847_BC21	2
cg00370022_TC21	703687441842176
cg00371430_TC21	70369817968640
cg00372249_BC21	283467907200
cg00374093_BC11	562984313159681
cg00376464_TC21	4398046511104
cg00376639_TC21	134217728
cg00378158_TC21	8592064512
cg00378160_TC11	562949954469888
cg00378273_BC21	562949954469888
cg00378282_TC21	67159042
cg00378318_BC21	562949954469888
cg00378458_TC11	562949954469888
cg00378582_TC21	562949954469888
cg00379074_TC21	562949954469888
cg00379076_BC21	562949954469888
cg00379635_BC21	134217728
cg00379635_BC22	134217728
cg00379635_BC23	134217728
cg00379740_BC21	16448
cg00380283_TC21	2207617384448
cg00381516_BC21	1099511627776
cg00382138_BC21	512
cg00382859_TC21	2359296
cg00382999_TC21	550292684802
cg00383117_BC21	34426848320
cg00383220_TC21	1074790400
cg00383793_BC21	32768
cg00385598_BC11	536870912
cg00385618_BC11	536870912
cg00385628_BC11	536870912
cg00385630_BC21	536870912
cg00385632_BC11	536870912
cg00385633_TC11	536870912
cg00385641_BC11	536870912
cg00385778_BC21	536870912
cg00385883_TC21	8589942784
cg00386408_TC11	2367504
cg00386411_BC21	536870912
cg00386617_BC21	536870912
cg00387771_BC21	4096
cg00387872_TC21	137438953472
cg00388518_TC21	100663296
cg00390654_TC21	8796093022208
cg00390724_TC21	268435520
cg00391821_TC21	70643622084609
cg00393263_TC21	2048
cg00393376_TC21	2147483648
cg00394021_TC21	49156
cg00394823_BC21	65536
cg00395063_TC21	537919488
cg00396242_TC21	268435456
cg00396254_BC11	268435456
cg00396446_TC21	268435456
cg00396940_TC21	268435456
cg00397084_BC11	268435456
cg00397324_BC11	234881024
cg00397545_TC21	1536
cg00398026_BC21	268435456
cg00398938_TC21	1024
cg00400334_BC21	562949953421312
cg00401233_BC21	71303168
cg00402069_BC11	1073741824
cg00402617_TC11	35184372088832
cg00403955_BC21	17592186044416
cg00404394_BC21	2
cg00404538_TC21	549755813888
cg00405190_BC21	8192
cg00407546_BC11	1056
cg00407815_TC21	562949953421312
cg00408773_TC21	1048576
cg00410534_TC21	131072
cg00411413_TC21	77309412352
cg00413006_BC11	75497472
cg00413251_BC21	68987920384
cg00414166_BC11	49152
cg00415458_BC11	272629760
cg00415485_BC21	68719478784
cg00415993_TC21	4194820
cg00416023_BC11	71303168
cg00417071_TC21	1048576
cg00417288_BC21	281543968817226
cg00417288_BC22	281543968817226
cg00417288_BC23	281543968817226
cg00417576_TC21	2147483648
cg00417823_TC21	8589934592
cg00417823_TC22	8589934592
cg00417823_TC23	8589934592
cg00417823_TC24	8589934592
cg00419333_BC11	140738562097152
cg00420347_TC21	32768
cg00421164_BC21	1
cg00421221_TC21	68719493122
cg00423453_BC21	33554432
cg00423845_BC21	2359296
cg00424740_TC21	49152
cg00425827_BC21	1048576
cg00427086_BC21	562949953683456
cg00427260_BC21	268435984
cg00427847_BC21	32
cg00429402_TC11	562949953421312
cg00429635_TC21	562958551811073
cg00430732_BC21	134217728
cg00432937_BC21	16
cg00435277_BC11	1048576
cg00435692_TC21	16384
cg00436254_TC21	9126805504
cg00436603_TC21	562949953421312
cg00437719_BC21	2048
cg00438208_TC21	16
cg00438209_BC11	16
cg00438211_TC21	16
cg00438237_BC21	16
cg00438380_TC11	16
cg00438408_BC21	16
cg00438409_BC11	16
cg00438412_BC21	16
cg00438418_TC11	16
cg00438503_BC11	16
cg00438728_BC21	16
cg00438821_BC11	16
cg00440217_BC21	16
cg00441709_BC21	537001984
cg00441754_TC11	1073741824
cg00442282_BC21	16448
cg00442390_TC21	1100048506880
cg00442581_BC21	49152
cg00443660_BC21	397312
cg00443713_TC21	397312
cg00444261_BC11	524288
cg00444740_TC21	68719476736
cg00446472_BC21	16384
cg00448525_BC21	16777218
cg00448525_TO21	16777218
cg00449067_TC21	16777216
cg00449767_BC11	536870912
cg00449821_BC11	2359296
cg00453193_TC21	1075838976
cg00453717_TC21	6144
cg00454132_TC11	256
cg00455362_TC21	8192
cg00455883_BC11	536870912
cg00456888_BC21	8589934592
cg00457403_TC21	137438953472
cg00457450_TC21	1024
cg00458211_BC21	234881024
cg00458449_TC21	536870912
cg00458754_TC21	8589934592
cg00458793_BC21	281569600208960
cg00459232_TC21	1082163968
cg00459447_BC11	128
cg00459695_TC21	256
cg00459816_BC21	70368744177728
cg00459909_BC21	128
cg00460789_BC11	16384
cg00460916_BC11	4194304
cg00460983_BC21	100664320
cg00461612_TC21	134217728
cg00462271_BC21	4194304
cg00463367_TC21	1056
cg00463399_TC21	512
cg00464773_TC21	68719476752
cg00464814_TC21	70643622084736
cg00465319_TC21	8589942785
cg00466136_BC21	8192
cg00466827_BC11	1099511627776
cg00467160_BC21	550024249344
cg00467292_BC21	562949953470464
cg00467292_BC22	562949953470464
cg00467292_BC23	562949953470464
cg00467292_BC24	562949953470464
cg00468400_BC21	4194304
cg00468400_BC22	4194304
cg00469264_BC11	103079215104
cg00470351_TC21	2147651584
cg00471141_BC11	265
cg00471190_TC11	8192
cg00473062_BC11	2
cg00474561_TC21	17592320294916
cg00475457_BC11	1099511627776
cg00475490_TC21	49664
cg00475745_BC21	70385926144000
cg00475745_BC22	70385926144000
cg00475745_BC23	70385926144000
cg00475745_BC24	70385926144000
cg00476906_BC21	75497472
cg00478127_BC21	536870912
cg00478710_TC21	512
cg00479912_BC21	4
cg00480331_BC21	17592186044417
cg00480331_BC22	17592186044417
cg00480331_BC23	17592186044417
cg00480331_BC24	17592186044417
cg00480440_BC21	16777216
cg00480787_BC21	16777216
cg00481951_BC21	137438953472
cg00481951_BC22	137438953472
cg00481951_BC23	137438953472
cg00481951_BC24	137438953472
cg00482026_BC21	16
cg00482026_BC22	16
cg00482026_BC23	16
cg00482026_BC24	16
cg00482319_TC21	1099511627776
cg00482398_BC21	134217728
cg00482398_BC22	134217728
cg00484216_BC11	16384
cg00485707_TC21	103055424
cg00486627_TC11	32768
cg00487187_BC11	2199023255552
cg00487737_TC11	1048576
cg00488258_BC21	2048
cg00489401_BC21	268435456
cg00489539_TC21	268435456
cg00491685_TC21	8589950976
cg00492094_BC21	2097152
cg00492213_TC21	6144
cg00493341_BC21	134217728
cg00493422_BC21	4194304
cg00494665_BC21	16384
cg00495443_BC21	8388608
cg00495443_BC22	8388608
cg00495443_BC23	8388608
cg00495443_BC24	8388608
cg00495597_BC21	537919488
cg00495693_BC21	32
cg00495745_BC11	537919488
cg00495775_BC21	268435456
cg00497086_BC21	549755813890
cg00497554_TC11	2359296
cg00498146_TC21	536871936
cg00498289_BC21	562949953421312
cg00498360_BC21	70385926144000
cg00498804_BC21	8589934592
cg00498816_BC11	8192
cg00499564_BC21	66
cg00499700_TC21	17592454479872
cg00500936_TC21	4
cg00502254_TC21	4194304
cg00502597_BC21	134217728
cg00502932_TC21	8796093022208
cg00506629_BC21	1074012160
cg00507727_TC11	71468255805440
cg00507757_TC21	34359738369
cg00507757_TC22	34359738369
cg00508575_BC21	87960946999296
cg00509451_BC11	536872960
cg00509765_TC21	2367504
cg00510689_TC21	2
cg00510758_BC21	2147483648
cg00510903_TC21	1073743616
cg00511475_TC21	16
cg00511731_TC11	64
cg00515082_BC11	268435456
cg00515133_TC11	268435456
cg00515201_BC11	268435456
cg00515217_BC21	268435456
cg00515231_BC21	268435456
cg00515593_TC21	1
cg00516966_BC21	562949953486848
cg00516991_BC21	2359312
cg00517476_BC11	2359312
cg00518414_BC21	549755813888
cg00518941_TC21	70368744177664
cg00521239_TC21	4194304
cg00522048_BC21	70368744177664
cg00522231_TC11	274877906944
cg00522443_BC21	134217728
cg00522579_TC21	8589934592
cg00523012_TC11	17592186044416
cg00523161_BC11	4406636445696
cg00523683_TC11	549755813888
cg00523796_BC11	8589934592
cg00523799_BC11	8589934592
cg00523865_TC21	8589934592
cg00523887_TO11	8589934592
cg00523901_BC21	33554432
cg00525496_TC21	536870976
cg00526281_TC21	134217728
cg00527190_BC11	512
cg00527221_TC11	512
cg00527244_TC21	512
cg00527279_TC21	512
cg00527322_BC21	512
cg00527514_TC21	8192
cg00527514_TC22	8192
cg00527548_TC21	8208
cg00527794_TC11	8208
cg00528301_BC11	8208
cg00528676_TC21	68723671040
cg00530564_BC21	290271069782016
cg00531400_BC11	2146305
cg00532413_TC21	34359738368
cg00533132_TC21	70368744243200
cg00533834_TC11	8724152320
cg00533891_TC21	70368744177668
cg00534274_TC21	69794267136
cg00534479_TC21	8192
cg00535248_TC21	281474976710656
cg00536175_TC21	5242880
cg00537143_BC11	549772592258
cg00537146_BC11	549772592258
cg00537187_BC21	549772592258
cg00537351_BC21	536870912
cg00537636_BC21	549772592258
cg00537673_BC21	4
cg00537673_BC22	4
cg00537673_BC23	4
cg00537673_BC24	4
cg00537910_BC21	1310720
cg00538370_BC21	589338500964352
cg00539654_BC21	134348800
cg00541544_BC21	536870912
cg00541994_BC21	9728
cg00542050_BC21	70368744177664
cg00544771_TC21	49152
cg00545196_BC21	70437463654528
cg00547018_TC21	262144
cg00547480_BC21	524288
cg00547727_TC11	4096
cg00547829_BC21	536870912
cg00548974_TC21	17660905521152
cg00549412_BC21	16384
cg00550797_BC21	524288
cg00550811_BC11	4097
cg00553149_BC11	134217728
cg00556515_BC11	563499717623808
cg00557872_BC21	67108864
cg00558219_TC21	17592320262144
cg00559177_BC21	8858370064
cg00561322_BC11	549755813888
